customerid,campaign,pdays,previous,poutcome,y
8415,1,-1,0,unknown,no
8416,1,-1,0,unknown,no
8417,1,-1,0,unknown,no
8418,1,-1,0,unknown,no
8419,1,-1,0,unknown,no
8420,1,-1,0,unknown,no
8421,1,-1,0,unknown,no
8422,1,-1,0,unknown,no
8423,1,-1,0,unknown,no
8424,1,-1,0,unknown,no
8425,1,-1,0,unknown,no
8426,1,-1,0,unknown,no
8427,3,-1,0,unknown,no
8428,2,-1,0,unknown,no
8429,1,-1,0,unknown,no
8430,1,-1,0,unknown,no
8431,1,-1,0,unknown,no
8432,13,-1,0,unknown,no
8433,13,-1,0,unknown,no
8434,1,-1,0,unknown,no
8435,1,-1,0,unknown,no
8436,3,-1,0,unknown,no
8437,1,-1,0,unknown,no
8438,1,-1,0,unknown,no
8439,1,-1,0,unknown,no
8440,1,-1,0,unknown,no
8441,4,-1,0,unknown,no
8442,2,-1,0,unknown,no
8443,3,-1,0,unknown,yes
8444,2,-1,0,unknown,no
8445,1,-1,0,unknown,no
8446,1,-1,0,unknown,no
8447,1,-1,0,unknown,no
8448,1,-1,0,unknown,no
8449,1,-1,0,unknown,no
8450,1,-1,0,unknown,no
8451,1,-1,0,unknown,no
8452,1,-1,0,unknown,no
8453,3,-1,0,unknown,no
8454,13,-1,0,unknown,no
8455,4,-1,0,unknown,no
8456,1,-1,0,unknown,no
8457,2,-1,0,unknown,no
8458,5,-1,0,unknown,no
8459,1,-1,0,unknown,no
8460,7,-1,0,unknown,yes
8461,2,-1,0,unknown,no
8462,3,-1,0,unknown,no
8463,3,-1,0,unknown,no
8464,5,-1,0,unknown,no
8465,1,-1,0,unknown,no
8466,2,-1,0,unknown,no
8467,1,-1,0,unknown,no
8468,2,-1,0,unknown,no
8469,1,-1,0,unknown,no
8470,2,-1,0,unknown,no
8471,1,-1,0,unknown,no
8472,2,-1,0,unknown,no
8473,3,-1,0,unknown,no
8474,6,-1,0,unknown,no
8475,3,-1,0,unknown,no
8476,1,-1,0,unknown,no
8477,1,-1,0,unknown,no
8478,2,-1,0,unknown,no
8479,1,-1,0,unknown,no
8480,1,-1,0,unknown,no
8481,1,-1,0,unknown,no
8482,4,-1,0,unknown,no
8483,1,-1,0,unknown,no
8484,1,-1,0,unknown,no
8485,1,-1,0,unknown,no
8486,5,-1,0,unknown,no
8487,1,-1,0,unknown,no
8488,3,-1,0,unknown,no
8489,1,-1,0,unknown,no
8490,2,-1,0,unknown,yes
8491,1,-1,0,unknown,no
8492,1,-1,0,unknown,no
8493,1,-1,0,unknown,no
8494,1,-1,0,unknown,no
8495,1,-1,0,unknown,no
8496,2,-1,0,unknown,no
8497,3,-1,0,unknown,no
8498,2,-1,0,unknown,no
8499,2,-1,0,unknown,no
8500,4,-1,0,unknown,no
8501,2,-1,0,unknown,no
8502,4,-1,0,unknown,no
8503,3,-1,0,unknown,no
8504,6,-1,0,unknown,no
8505,1,-1,0,unknown,no
8506,2,-1,0,unknown,no
8507,5,-1,0,unknown,no
8508,1,-1,0,unknown,no
8509,2,-1,0,unknown,no
8510,3,-1,0,unknown,no
8511,2,-1,0,unknown,no
8512,1,-1,0,unknown,no
8513,26,-1,0,unknown,no
8514,15,-1,0,unknown,no
8515,3,-1,0,unknown,no
8516,2,-1,0,unknown,no
8517,1,-1,0,unknown,no
8518,2,-1,0,unknown,no
8519,6,-1,0,unknown,no
8520,1,-1,0,unknown,no
8521,2,-1,0,unknown,no
8522,2,-1,0,unknown,no
8523,3,-1,0,unknown,yes
8524,5,-1,0,unknown,no
8525,12,-1,0,unknown,no
8526,6,-1,0,unknown,no
8527,1,-1,0,unknown,no
8528,1,-1,0,unknown,no
8529,5,-1,0,unknown,no
8530,4,-1,0,unknown,no
8531,2,-1,0,unknown,no
8532,1,-1,0,unknown,no
8533,1,-1,0,unknown,no
8534,2,-1,0,unknown,no
8535,2,-1,0,unknown,no
8536,2,-1,0,unknown,no
8537,2,-1,0,unknown,no
8538,3,-1,0,unknown,no
8539,2,-1,0,unknown,no
8540,1,-1,0,unknown,no
8541,1,-1,0,unknown,no
8542,1,-1,0,unknown,no
8543,2,-1,0,unknown,no
8544,3,-1,0,unknown,no
8545,28,-1,0,unknown,no
8546,1,-1,0,unknown,no
8547,2,-1,0,unknown,no
8548,32,-1,0,unknown,no
8549,6,-1,0,unknown,no
8550,1,-1,0,unknown,no
8551,1,-1,0,unknown,no
8552,1,-1,0,unknown,no
8553,1,-1,0,unknown,no
8554,1,-1,0,unknown,no
8555,12,-1,0,unknown,no
8556,7,-1,0,unknown,no
8557,1,-1,0,unknown,no
8558,5,-1,0,unknown,no
8559,4,-1,0,unknown,no
8560,1,-1,0,unknown,yes
8561,2,-1,0,unknown,no
8562,3,-1,0,unknown,no
8563,1,-1,0,unknown,no
8564,1,-1,0,unknown,no
8565,1,-1,0,unknown,yes
8566,5,-1,0,unknown,no
8567,3,-1,0,unknown,no
8568,7,-1,0,unknown,no
8569,2,-1,0,unknown,no
8570,2,-1,0,unknown,no
8571,2,-1,0,unknown,yes
8572,5,-1,0,unknown,no
8573,2,-1,0,unknown,yes
8574,3,-1,0,unknown,no
8575,18,-1,0,unknown,no
8576,1,-1,0,unknown,no
8577,7,-1,0,unknown,no
8578,3,-1,0,unknown,no
8579,4,-1,0,unknown,no
8580,2,-1,0,unknown,no
8581,6,-1,0,unknown,no
8582,1,-1,0,unknown,no
8583,3,-1,0,unknown,no
8584,2,-1,0,unknown,no
8585,10,-1,0,unknown,no
8586,6,-1,0,unknown,no
8587,1,-1,0,unknown,no
8588,3,-1,0,unknown,no
8589,1,-1,0,unknown,no
8590,1,-1,0,unknown,no
8591,6,-1,0,unknown,no
8592,1,-1,0,unknown,no
8593,1,-1,0,unknown,no
8594,2,-1,0,unknown,no
8595,1,-1,0,unknown,no
8596,3,-1,0,unknown,no
8597,1,-1,0,unknown,no
8598,1,-1,0,unknown,no
8599,2,-1,0,unknown,no
8600,2,-1,0,unknown,no
8601,9,-1,0,unknown,no
8602,1,-1,0,unknown,no
8603,1,-1,0,unknown,no
8604,6,-1,0,unknown,no
8605,1,-1,0,unknown,no
8606,1,-1,0,unknown,no
8607,1,-1,0,unknown,no
8608,3,-1,0,unknown,no
8609,3,-1,0,unknown,no
8610,2,-1,0,unknown,no
8611,3,-1,0,unknown,no
8612,5,-1,0,unknown,no
8613,4,-1,0,unknown,no
8614,3,-1,0,unknown,no
8615,2,-1,0,unknown,no
8616,13,-1,0,unknown,no
8617,2,-1,0,unknown,no
8618,2,-1,0,unknown,no
8619,5,-1,0,unknown,no
8620,7,-1,0,unknown,no
8621,3,-1,0,unknown,no
8622,21,-1,0,unknown,no
8623,5,-1,0,unknown,no
8624,3,-1,0,unknown,no
8625,3,-1,0,unknown,no
8626,2,-1,0,unknown,no
8627,2,-1,0,unknown,no
8628,4,-1,0,unknown,no
8629,6,-1,0,unknown,yes
8630,4,-1,0,unknown,no
8631,2,-1,0,unknown,no
8632,3,-1,0,unknown,no
8633,4,-1,0,unknown,no
8634,5,-1,0,unknown,no
8635,2,-1,0,unknown,no
8636,3,-1,0,unknown,no
8637,2,-1,0,unknown,no
8638,2,-1,0,unknown,no
8639,2,-1,0,unknown,no
8640,2,-1,0,unknown,no
8641,9,-1,0,unknown,no
8642,18,-1,0,unknown,no
8643,7,-1,0,unknown,no
8644,2,-1,0,unknown,no
8645,9,-1,0,unknown,no
8646,2,-1,0,unknown,no
8647,7,-1,0,unknown,yes
8648,2,-1,0,unknown,no
8649,2,-1,0,unknown,no
8650,6,-1,0,unknown,no
8651,10,-1,0,unknown,no
8652,3,-1,0,unknown,no
8653,12,-1,0,unknown,no
8654,8,-1,0,unknown,no
8655,2,-1,0,unknown,no
8656,2,-1,0,unknown,no
8657,2,-1,0,unknown,no
8658,2,-1,0,unknown,no
8659,8,-1,0,unknown,no
8660,3,-1,0,unknown,no
8661,3,-1,0,unknown,no
8662,8,-1,0,unknown,no
8663,2,-1,0,unknown,no
8664,4,-1,0,unknown,no
8665,2,-1,0,unknown,no
8666,8,-1,0,unknown,no
8667,5,-1,0,unknown,no
8668,7,-1,0,unknown,no
8669,21,-1,0,unknown,no
8670,7,-1,0,unknown,no
8671,2,-1,0,unknown,no
8672,9,-1,0,unknown,no
8673,6,-1,0,unknown,no
8674,2,-1,0,unknown,no
8675,1,-1,0,unknown,no
8676,9,-1,0,unknown,no
8677,2,-1,0,unknown,no
8678,6,-1,0,unknown,no
8679,5,-1,0,unknown,no
8680,4,-1,0,unknown,no
8681,6,-1,0,unknown,no
8682,6,-1,0,unknown,no
8683,3,-1,0,unknown,no
8684,2,-1,0,unknown,no
8685,4,-1,0,unknown,no
8686,20,-1,0,unknown,no
8687,14,-1,0,unknown,no
8688,3,-1,0,unknown,no
8689,5,-1,0,unknown,no
8690,6,-1,0,unknown,no
8691,4,-1,0,unknown,no
8692,1,-1,0,unknown,no
8693,1,-1,0,unknown,no
8694,3,-1,0,unknown,no
8695,3,-1,0,unknown,no
8696,11,-1,0,unknown,no
8697,2,-1,0,unknown,no
8698,19,-1,0,unknown,no
8699,7,-1,0,unknown,no
8700,16,-1,0,unknown,no
8701,7,-1,0,unknown,no
8702,1,-1,0,unknown,no
8703,11,-1,0,unknown,no
8704,1,-1,0,unknown,no
8705,1,-1,0,unknown,no
8706,1,-1,0,unknown,no
8707,4,-1,0,unknown,yes
8708,14,-1,0,unknown,no
8709,17,-1,0,unknown,no
8710,1,-1,0,unknown,no
8711,1,-1,0,unknown,no
8712,8,-1,0,unknown,no
8713,1,-1,0,unknown,no
8714,1,-1,0,unknown,no
8715,6,-1,0,unknown,no
8716,1,-1,0,unknown,no
8717,1,-1,0,unknown,no
8718,1,-1,0,unknown,no
8719,1,-1,0,unknown,yes
8720,2,-1,0,unknown,no
8721,4,-1,0,unknown,no
8722,1,-1,0,unknown,no
8723,2,-1,0,unknown,no
8724,5,-1,0,unknown,no
8725,2,-1,0,unknown,no
8726,3,-1,0,unknown,no
8727,4,-1,0,unknown,no
8728,2,-1,0,unknown,no
8729,2,-1,0,unknown,no
8730,2,-1,0,unknown,no
8731,3,-1,0,unknown,no
8732,1,-1,0,unknown,yes
8733,3,-1,0,unknown,no
8734,3,-1,0,unknown,no
8735,4,-1,0,unknown,no
8736,3,-1,0,unknown,no
8737,4,-1,0,unknown,no
8738,5,-1,0,unknown,no
8739,2,-1,0,unknown,no
8740,2,-1,0,unknown,no
8741,2,-1,0,unknown,no
8742,2,-1,0,unknown,no
8743,2,-1,0,unknown,no
8744,4,-1,0,unknown,no
8745,15,-1,0,unknown,yes
8746,4,-1,0,unknown,yes
8747,5,-1,0,unknown,no
8748,1,-1,0,unknown,no
8749,1,-1,0,unknown,no
8750,1,-1,0,unknown,no
8751,1,-1,0,unknown,no
8752,2,-1,0,unknown,no
8753,7,-1,0,unknown,no
8754,1,-1,0,unknown,no
8755,1,-1,0,unknown,no
8756,1,-1,0,unknown,yes
8757,2,-1,0,unknown,no
8758,2,-1,0,unknown,no
8759,1,-1,0,unknown,no
8760,1,-1,0,unknown,no
8761,2,-1,0,unknown,yes
8762,8,-1,0,unknown,no
8763,1,-1,0,unknown,no
8764,10,-1,0,unknown,no
8765,11,-1,0,unknown,no
8766,1,-1,0,unknown,no
8767,1,-1,0,unknown,no
8768,4,-1,0,unknown,no
8769,1,-1,0,unknown,no
8770,2,-1,0,unknown,no
8771,1,-1,0,unknown,no
8772,1,-1,0,unknown,no
8773,3,-1,0,unknown,no
8774,1,-1,0,unknown,no
8775,1,-1,0,unknown,no
8776,1,-1,0,unknown,no
8777,1,-1,0,unknown,no
8778,1,-1,0,unknown,no
8779,1,-1,0,unknown,no
8780,8,-1,0,unknown,no
8781,1,-1,0,unknown,no
8782,1,-1,0,unknown,no
8783,1,-1,0,unknown,no
8784,1,-1,0,unknown,no
8785,6,-1,0,unknown,no
8786,1,-1,0,unknown,no
8787,1,-1,0,unknown,no
8788,1,-1,0,unknown,yes
8789,1,-1,0,unknown,no
8790,2,-1,0,unknown,no
8791,1,-1,0,unknown,no
8792,2,-1,0,unknown,no
8793,3,-1,0,unknown,no
8794,1,-1,0,unknown,no
8795,1,-1,0,unknown,no
8796,1,-1,0,unknown,no
8797,1,-1,0,unknown,no
8798,1,-1,0,unknown,no
8799,1,-1,0,unknown,no
8800,3,-1,0,unknown,no
8801,2,-1,0,unknown,no
8802,1,-1,0,unknown,no
8803,1,-1,0,unknown,no
8804,4,-1,0,unknown,no
8805,2,-1,0,unknown,no
8806,2,-1,0,unknown,no
8807,2,-1,0,unknown,no
8808,2,-1,0,unknown,no
8809,2,-1,0,unknown,no
8810,3,-1,0,unknown,no
8811,1,-1,0,unknown,no
8812,2,-1,0,unknown,yes
8813,1,-1,0,unknown,no
8814,1,-1,0,unknown,no
8815,3,-1,0,unknown,no
8816,2,-1,0,unknown,no
8817,1,-1,0,unknown,no
8818,2,-1,0,unknown,yes
8819,1,-1,0,unknown,no
8820,1,-1,0,unknown,no
8821,2,-1,0,unknown,no
8822,1,-1,0,unknown,yes
8823,2,-1,0,unknown,no
8824,1,-1,0,unknown,no
8825,1,-1,0,unknown,no
8826,8,-1,0,unknown,no
8827,2,-1,0,unknown,no
8828,2,-1,0,unknown,no
8829,1,-1,0,unknown,no
8830,4,-1,0,unknown,no
8831,3,-1,0,unknown,no
8832,1,-1,0,unknown,no
8833,6,-1,0,unknown,yes
8834,3,-1,0,unknown,no
8835,1,-1,0,unknown,yes
8836,1,-1,0,unknown,no
8837,2,-1,0,unknown,no
8838,2,-1,0,unknown,no
8839,1,-1,0,unknown,no
8840,1,-1,0,unknown,no
8841,6,-1,0,unknown,no
8842,2,-1,0,unknown,no
8843,1,-1,0,unknown,no
8844,1,-1,0,unknown,no
8845,3,-1,0,unknown,no
8846,1,-1,0,unknown,no
8847,1,-1,0,unknown,no
8848,6,-1,0,unknown,no
8849,2,-1,0,unknown,no
8850,1,-1,0,unknown,no
8851,1,-1,0,unknown,no
8852,2,-1,0,unknown,no
8853,2,-1,0,unknown,no
8854,1,-1,0,unknown,no
8855,7,-1,0,unknown,no
8856,2,-1,0,unknown,no
8857,11,-1,0,unknown,no
8858,11,-1,0,unknown,no
8859,4,-1,0,unknown,no
8860,6,-1,0,unknown,no
8861,4,-1,0,unknown,no
8862,5,-1,0,unknown,no
8863,2,-1,0,unknown,no
8864,2,-1,0,unknown,no
8865,3,-1,0,unknown,no
8866,2,-1,0,unknown,no
8867,2,-1,0,unknown,no
8868,2,-1,0,unknown,no
8869,2,-1,0,unknown,no
8870,2,-1,0,unknown,no
8871,2,-1,0,unknown,no
8872,1,-1,0,unknown,no
8873,2,-1,0,unknown,no
8874,1,-1,0,unknown,no
8875,1,-1,0,unknown,no
8876,2,-1,0,unknown,no
8877,1,-1,0,unknown,no
8878,2,-1,0,unknown,no
8879,7,-1,0,unknown,no
8880,10,-1,0,unknown,no
8881,2,-1,0,unknown,no
8882,1,-1,0,unknown,no
8883,3,-1,0,unknown,no
8884,1,-1,0,unknown,no
8885,2,-1,0,unknown,yes
8886,2,-1,0,unknown,no
8887,2,-1,0,unknown,no
8888,1,-1,0,unknown,no
8889,2,-1,0,unknown,no
8890,1,-1,0,unknown,yes
8891,2,-1,0,unknown,no
8892,2,-1,0,unknown,no
8893,4,-1,0,unknown,no
8894,3,-1,0,unknown,no
8895,1,-1,0,unknown,no
8896,6,-1,0,unknown,no
8897,1,-1,0,unknown,no
8898,11,-1,0,unknown,no
8899,9,-1,0,unknown,no
8900,4,-1,0,unknown,no
8901,5,-1,0,unknown,no
8902,4,-1,0,unknown,no
8903,1,-1,0,unknown,no
8904,2,-1,0,unknown,no
8905,4,-1,0,unknown,no
8906,2,-1,0,unknown,no
8907,2,-1,0,unknown,no
8908,1,-1,0,unknown,no
8909,1,-1,0,unknown,no
8910,1,-1,0,unknown,no
8911,4,-1,0,unknown,no
8912,1,-1,0,unknown,no
8913,2,-1,0,unknown,no
8914,1,-1,0,unknown,no
8915,2,-1,0,unknown,no
8916,6,-1,0,unknown,no
8917,2,-1,0,unknown,no
8918,13,-1,0,unknown,no
8919,1,-1,0,unknown,no
8920,6,-1,0,unknown,no
8921,3,-1,0,unknown,no
8922,4,-1,0,unknown,no
8923,2,-1,0,unknown,no
8924,2,-1,0,unknown,no
8925,3,-1,0,unknown,no
8926,3,-1,0,unknown,no
8927,2,-1,0,unknown,no
8928,2,-1,0,unknown,no
8929,2,-1,0,unknown,no
8930,3,-1,0,unknown,no
8931,2,-1,0,unknown,no
8932,2,-1,0,unknown,no
8933,16,-1,0,unknown,no
8934,2,-1,0,unknown,no
8935,15,-1,0,unknown,no
8936,4,-1,0,unknown,no
8937,4,-1,0,unknown,no
8938,4,-1,0,unknown,no
8939,2,-1,0,unknown,no
8940,6,-1,0,unknown,no
8941,2,-1,0,unknown,no
8942,5,-1,0,unknown,no
8943,6,-1,0,unknown,no
8944,2,-1,0,unknown,no
8945,2,-1,0,unknown,no
8946,2,-1,0,unknown,no
8947,1,-1,0,unknown,no
8948,2,-1,0,unknown,no
8949,10,-1,0,unknown,no
8950,2,-1,0,unknown,no
8951,10,-1,0,unknown,no
8952,1,-1,0,unknown,no
8953,2,-1,0,unknown,no
8954,3,-1,0,unknown,no
8955,1,-1,0,unknown,no
8956,1,-1,0,unknown,no
8957,1,-1,0,unknown,no
8958,1,-1,0,unknown,no
8959,1,-1,0,unknown,no
8960,1,-1,0,unknown,no
8961,11,-1,0,unknown,no
8962,3,-1,0,unknown,no
8963,1,-1,0,unknown,no
8964,1,-1,0,unknown,no
8965,1,-1,0,unknown,no
8966,1,-1,0,unknown,no
8967,1,-1,0,unknown,no
8968,1,-1,0,unknown,no
8969,1,-1,0,unknown,no
8970,1,-1,0,unknown,no
8971,1,-1,0,unknown,no
8972,1,-1,0,unknown,no
8973,1,-1,0,unknown,no
8974,1,-1,0,unknown,no
8975,1,-1,0,unknown,no
8976,1,-1,0,unknown,no
8977,1,-1,0,unknown,yes
8978,1,-1,0,unknown,no
8979,1,-1,0,unknown,no
8980,1,-1,0,unknown,no
8981,3,-1,0,unknown,no
8982,1,-1,0,unknown,no
8983,1,-1,0,unknown,no
8984,1,-1,0,unknown,no
8985,1,-1,0,unknown,no
8986,2,-1,0,unknown,no
8987,1,-1,0,unknown,no
8988,2,-1,0,unknown,no
8989,1,-1,0,unknown,no
8990,1,-1,0,unknown,no
8991,1,-1,0,unknown,no
8992,1,-1,0,unknown,no
8993,1,-1,0,unknown,no
8994,1,-1,0,unknown,no
8995,1,-1,0,unknown,no
8996,1,-1,0,unknown,no
8997,1,-1,0,unknown,no
8998,1,-1,0,unknown,no
8999,1,-1,0,unknown,no
9000,1,-1,0,unknown,no
9001,1,-1,0,unknown,no
9002,1,-1,0,unknown,no
9003,2,-1,0,unknown,no
9004,1,-1,0,unknown,no
9005,2,-1,0,unknown,no
9006,6,-1,0,unknown,no
9007,1,-1,0,unknown,no
9008,1,-1,0,unknown,no
9009,1,-1,0,unknown,no
9010,1,-1,0,unknown,no
9011,1,-1,0,unknown,no
9012,1,-1,0,unknown,yes
9013,1,-1,0,unknown,no
9014,1,-1,0,unknown,no
9015,6,-1,0,unknown,no
9016,1,-1,0,unknown,no
9017,1,-1,0,unknown,no
9018,1,-1,0,unknown,no
9019,1,-1,0,unknown,no
9020,1,-1,0,unknown,no
9021,2,-1,0,unknown,no
9022,2,-1,0,unknown,no
9023,2,-1,0,unknown,no
9024,1,-1,0,unknown,no
9025,1,-1,0,unknown,no
9026,1,-1,0,unknown,yes
9027,2,-1,0,unknown,no
9028,2,-1,0,unknown,no
9029,1,-1,0,unknown,no
9030,1,-1,0,unknown,no
9031,1,-1,0,unknown,no
9032,1,-1,0,unknown,no
9033,1,-1,0,unknown,no
9034,1,-1,0,unknown,no
9035,1,-1,0,unknown,no
9036,1,-1,0,unknown,no
9037,2,-1,0,unknown,no
9038,1,-1,0,unknown,no
9039,1,-1,0,unknown,no
9040,1,-1,0,unknown,no
9041,2,-1,0,unknown,yes
9042,2,-1,0,unknown,no
9043,1,-1,0,unknown,no
9044,1,-1,0,unknown,no
9045,1,-1,0,unknown,yes
9046,1,-1,0,unknown,no
9047,1,-1,0,unknown,no
9048,1,-1,0,unknown,no
9049,1,-1,0,unknown,no
9050,2,-1,0,unknown,yes
9051,1,-1,0,unknown,no
9052,2,-1,0,unknown,no
9053,2,-1,0,unknown,no
9054,1,-1,0,unknown,no
9055,2,-1,0,unknown,no
9056,1,-1,0,unknown,no
9057,1,-1,0,unknown,no
9058,1,-1,0,unknown,no
9059,1,-1,0,unknown,no
9060,1,-1,0,unknown,no
9061,1,-1,0,unknown,no
9062,1,-1,0,unknown,no
9063,2,-1,0,unknown,no
9064,1,-1,0,unknown,no
9065,1,-1,0,unknown,no
9066,1,-1,0,unknown,no
9067,1,-1,0,unknown,no
9068,1,-1,0,unknown,no
9069,1,-1,0,unknown,no
9070,1,-1,0,unknown,yes
9071,1,-1,0,unknown,no
9072,1,-1,0,unknown,no
9073,2,-1,0,unknown,no
9074,1,-1,0,unknown,no
9075,2,-1,0,unknown,no
9076,1,-1,0,unknown,no
9077,1,-1,0,unknown,no
9078,2,-1,0,unknown,no
9079,2,-1,0,unknown,no
9080,1,-1,0,unknown,no
9081,1,-1,0,unknown,no
9082,1,-1,0,unknown,no
9083,1,-1,0,unknown,no
9084,1,-1,0,unknown,no
9085,1,-1,0,unknown,no
9086,2,-1,0,unknown,no
9087,1,-1,0,unknown,no
9088,2,-1,0,unknown,yes
9089,1,-1,0,unknown,no
9090,2,-1,0,unknown,no
9091,1,-1,0,unknown,no
9092,1,-1,0,unknown,no
9093,1,-1,0,unknown,no
9094,1,-1,0,unknown,no
9095,1,-1,0,unknown,no
9096,1,-1,0,unknown,no
9097,1,-1,0,unknown,no
9098,2,-1,0,unknown,no
9099,1,-1,0,unknown,no
9100,1,-1,0,unknown,no
9101,1,-1,0,unknown,no
9102,2,-1,0,unknown,no
9103,1,-1,0,unknown,no
9104,1,-1,0,unknown,no
9105,2,-1,0,unknown,yes
9106,2,-1,0,unknown,no
9107,2,-1,0,unknown,no
9108,3,-1,0,unknown,yes
9109,2,-1,0,unknown,no
9110,1,-1,0,unknown,no
9111,2,-1,0,unknown,no
9112,1,-1,0,unknown,no
9113,2,-1,0,unknown,no
9114,1,-1,0,unknown,no
9115,1,-1,0,unknown,no
9116,1,-1,0,unknown,no
9117,2,-1,0,unknown,no
9118,1,-1,0,unknown,no
9119,1,-1,0,unknown,no
9120,2,-1,0,unknown,no
9121,3,-1,0,unknown,no
9122,2,-1,0,unknown,no
9123,2,-1,0,unknown,no
9124,1,-1,0,unknown,yes
9125,1,-1,0,unknown,no
9126,2,-1,0,unknown,no
9127,2,-1,0,unknown,no
9128,2,-1,0,unknown,no
9129,1,-1,0,unknown,no
9130,1,-1,0,unknown,no
9131,1,-1,0,unknown,no
9132,3,-1,0,unknown,no
9133,5,-1,0,unknown,no
9134,1,-1,0,unknown,no
9135,1,-1,0,unknown,yes
9136,1,-1,0,unknown,no
9137,1,-1,0,unknown,no
9138,2,-1,0,unknown,no
9139,2,-1,0,unknown,no
9140,11,-1,0,unknown,no
9141,3,-1,0,unknown,no
9142,2,-1,0,unknown,no
9143,3,-1,0,unknown,no
9144,2,-1,0,unknown,yes
9145,1,-1,0,unknown,yes
9146,2,-1,0,unknown,yes
9147,3,-1,0,unknown,no
9148,3,-1,0,unknown,no
9149,15,-1,0,unknown,yes
9150,1,-1,0,unknown,no
9151,3,-1,0,unknown,no
9152,2,-1,0,unknown,no
9153,1,-1,0,unknown,no
9154,1,-1,0,unknown,no
9155,3,-1,0,unknown,no
9156,2,-1,0,unknown,no
9157,3,-1,0,unknown,no
9158,2,-1,0,unknown,no
9159,2,-1,0,unknown,no
9160,8,-1,0,unknown,no
9161,1,-1,0,unknown,no
9162,2,-1,0,unknown,no
9163,2,-1,0,unknown,no
9164,1,-1,0,unknown,no
9165,2,-1,0,unknown,no
9166,2,-1,0,unknown,no
9167,3,-1,0,unknown,no
9168,3,-1,0,unknown,no
9169,2,-1,0,unknown,no
9170,1,-1,0,unknown,no
9171,2,-1,0,unknown,no
9172,2,-1,0,unknown,no
9173,2,-1,0,unknown,no
9174,1,-1,0,unknown,no
9175,1,-1,0,unknown,no
9176,2,-1,0,unknown,no
9177,2,-1,0,unknown,no
9178,2,-1,0,unknown,no
9179,1,-1,0,unknown,no
9180,2,-1,0,unknown,no
9181,2,-1,0,unknown,no
9182,1,-1,0,unknown,no
9183,1,-1,0,unknown,no
9184,1,-1,0,unknown,no
9185,2,-1,0,unknown,no
9186,1,-1,0,unknown,no
9187,2,-1,0,unknown,no
9188,2,-1,0,unknown,no
9189,2,-1,0,unknown,no
9190,1,-1,0,unknown,no
9191,1,-1,0,unknown,no
9192,1,-1,0,unknown,no
9193,2,-1,0,unknown,no
9194,1,-1,0,unknown,no
9195,1,-1,0,unknown,no
9196,2,-1,0,unknown,no
9197,3,-1,0,unknown,no
9198,1,-1,0,unknown,no
9199,1,-1,0,unknown,no
9200,10,-1,0,unknown,no
9201,1,-1,0,unknown,no
9202,7,-1,0,unknown,no
9203,1,-1,0,unknown,no
9204,1,-1,0,unknown,no
9205,1,-1,0,unknown,no
9206,2,-1,0,unknown,yes
9207,4,-1,0,unknown,no
9208,1,-1,0,unknown,no
9209,4,-1,0,unknown,no
9210,2,-1,0,unknown,yes
9211,1,-1,0,unknown,no
9212,2,-1,0,unknown,no
9213,2,-1,0,unknown,no
9214,2,-1,0,unknown,no
9215,3,-1,0,unknown,no
9216,2,-1,0,unknown,no
9217,1,-1,0,unknown,no
9218,1,-1,0,unknown,no
9219,13,-1,0,unknown,no
9220,2,-1,0,unknown,no
9221,6,-1,0,unknown,no
9222,3,-1,0,unknown,no
9223,3,-1,0,unknown,no
9224,2,-1,0,unknown,no
9225,4,-1,0,unknown,no
9226,1,-1,0,unknown,no
9227,24,-1,0,unknown,no
9228,2,-1,0,unknown,no
9229,4,-1,0,unknown,no
9230,2,-1,0,unknown,no
9231,3,-1,0,unknown,no
9232,11,-1,0,unknown,no
9233,2,-1,0,unknown,no
9234,2,-1,0,unknown,no
9235,3,-1,0,unknown,no
9236,2,-1,0,unknown,no
9237,15,-1,0,unknown,no
9238,5,-1,0,unknown,yes
9239,3,-1,0,unknown,no
9240,2,-1,0,unknown,no
9241,2,-1,0,unknown,no
9242,4,-1,0,unknown,no
9243,3,-1,0,unknown,yes
9244,2,-1,0,unknown,no
9245,2,-1,0,unknown,no
9246,2,-1,0,unknown,no
9247,4,-1,0,unknown,no
9248,2,-1,0,unknown,no
9249,5,-1,0,unknown,no
9250,2,-1,0,unknown,no
9251,2,-1,0,unknown,no
9252,29,-1,0,unknown,no
9253,2,-1,0,unknown,no
9254,2,-1,0,unknown,no
9255,2,-1,0,unknown,no
9256,3,-1,0,unknown,no
9257,3,-1,0,unknown,no
9258,2,-1,0,unknown,no
9259,2,-1,0,unknown,no
9260,3,-1,0,unknown,no
9261,2,-1,0,unknown,no
9262,2,-1,0,unknown,no
9263,7,-1,0,unknown,no
9264,2,-1,0,unknown,no
9265,3,-1,0,unknown,no
9266,4,-1,0,unknown,yes
9267,3,-1,0,unknown,no
9268,2,-1,0,unknown,no
9269,3,-1,0,unknown,no
9270,6,-1,0,unknown,no
9271,3,-1,0,unknown,no
9272,2,-1,0,unknown,no
9273,17,-1,0,unknown,no
9274,3,-1,0,unknown,no
9275,2,-1,0,unknown,no
9276,2,-1,0,unknown,no
9277,3,-1,0,unknown,no
9278,3,-1,0,unknown,no
9279,3,-1,0,unknown,no
9280,2,-1,0,unknown,no
9281,2,-1,0,unknown,no
9282,2,-1,0,unknown,no
9283,16,-1,0,unknown,no
9284,5,-1,0,unknown,no
